School,Conference,Player Name,Class/Year,Total Minutes Played,Games Played,Games Started,Nationality,Hometown,Country,Source Stats URL,Source Roster URL,Data Confidence,Notes,Estimated Graduation,Position
Lees-McRae,Conference Carolinas,Emma Shropshire,Jr.,,,,USA,"Fredericksburg, Va.",,,https://lmcbobcats.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 45%,2027,Defender
Lees-McRae,Conference Carolinas,Kylie Gutierrez,Fr.,,,,USA,"Holly Springs, N.C.",,,https://lmcbobcats.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 45%,2029,Midfielder
Lees-McRae,Conference Carolinas,Shania Coppin,Fr.,,,,USA,"Monroe, N.C.",,,https://lmcbobcats.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 45%,2029,Forward
Lees-McRae,Conference Carolinas,Peyton Coggins,Fr.,,,,USA,"Elon, N.C.",,,https://lmcbobcats.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 45%,2029,Forward
Lees-McRae,Conference Carolinas,Morgan Anderson,Gr.,,,,USA,"Colorado Springs, Colo.",,,https://lmcbobcats.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 45%,2025,Midfielder
Lees-McRae,Conference Carolinas,Addy Geiss,Fr.,,,,USA,"Fuquay-Varina, N.C.",,,https://lmcbobcats.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 45%,2029,Midfielder
Lees-McRae,Conference Carolinas,Abbey Brosnihan,Jr.,,,,USA,"Port St. Lucie, Fla.",,,https://lmcbobcats.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 45%,2027,Defender
Lees-McRae,Conference Carolinas,Neysa Scullard-Bender,Fr.,,,,USA,"Cape Coral, Fla.",,,https://lmcbobcats.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 45%,2029,Forward
Lees-McRae,Conference Carolinas,Ezra Carpenter,So.,,,,USA,"Valrico, Fla.",,,https://lmcbobcats.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 45%,2028,Forward
Lees-McRae,Conference Carolinas,Hailie Klinger,So.,,,,USA,"Hilton Head, S.C.",,,https://lmcbobcats.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 45%,2028,Midfielder
Lees-McRae,Conference Carolinas,Brooke Allen,Jr.,,,,USA,"Wilmington, N.C.",,,https://lmcbobcats.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 45%,2027,Midfielder
Lees-McRae,Conference Carolinas,Ainsley Dial,Fr.,,,,USA,"Mebane, N.C.",,,https://lmcbobcats.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 45%,2029,Defender
Lees-McRae,Conference Carolinas,Chiara Coppin,Gr.,,,,USA,"Monroe, N.C.",,,https://lmcbobcats.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 45%,2025,Goalkeeper
Lees-McRae,Conference Carolinas,Kat Stiles,Sr.,,,,USA,"Raleigh, N.C.",,,https://lmcbobcats.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 45%,2026,Defender
Lees-McRae,Conference Carolinas,Kamden Lewis,Fr.,,,,USA,"West End, N.C.",,,https://lmcbobcats.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 45%,2029,Midfielder
Lees-McRae,Conference Carolinas,Ivy Cagno,Sr.,,,,USA,"Burlington, N.C.",,,https://lmcbobcats.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 45%,2026,Forward
Lees-McRae,Conference Carolinas,Haley Lowman,Sr.,,,,USA,"Connolly Springs, N.C.",,,https://lmcbobcats.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 45%,2026,Forward
Lees-McRae,Conference Carolinas,Kenzie LaFlamme,Fr.,,,,USA,"Laconia, N.H.",,,https://lmcbobcats.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 45%,2029,Defender
Lees-McRae,Conference Carolinas,Averee Andrews,5th,,,,USA,"Raleigh, N.C.",,,https://lmcbobcats.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 45%,2025,Defender
Lees-McRae,Conference Carolinas,Kalee Wiltshire,Sr.,,,,USA,"Leland, N.C.",,,https://lmcbobcats.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 45%,2026,Defender
Lees-McRae,Conference Carolinas,Kylie Dobbins,Sr.,,,,USA,"Waxhaw, N.C.",,,https://lmcbobcats.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 45%,2026,Midfielder
Lees-McRae,Conference Carolinas,Gwen O'Brien,Sr.,,,,USA,"Newport, N.C.",,,https://lmcbobcats.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 45%,2026,Defender
Lees-McRae,Conference Carolinas,Maddie Campo,Sr.,,,,USA,"Chesterfield, Va.",,,https://lmcbobcats.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 45%,2026,Goalkeeper
Lenoir-Rhyne,South Atlantic Conference,Michaela Mikko,Jr.,,,,USA,"Newnan, GA",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2027,Goalkeeper
Lenoir-Rhyne,South Atlantic Conference,Taylor Rose,Jr.,,,,USA,"Hickory, N.C.",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2027,Goalkeeper
Lenoir-Rhyne,South Atlantic Conference,Riley Miller,Fr.,,,,USA,"Clayton, N.C.",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2029,Goalkeeper
Lenoir-Rhyne,South Atlantic Conference,Alexis Cagno,So.,,,,USA,"Burlington, N.C.",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2028,Midfielder
Lenoir-Rhyne,South Atlantic Conference,Kate Casey,Sr.,,,,USA,"Biscoe, NC",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2026,Defender
Lenoir-Rhyne,South Atlantic Conference,Vivien Becker Peralta,Sr.,,,,International,"Mallorca, Spain",Spain,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2026,Defender
Lenoir-Rhyne,South Atlantic Conference,Maria Mummau,Fr.,,,,USA,"Palm Harbor, Fla.",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2029,Midfielder
Lenoir-Rhyne,South Atlantic Conference,Carola Busquets,Jr.,,,,International,"Barcelona, Spain",Spain,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2027,Midfielder
Lenoir-Rhyne,South Atlantic Conference,Madison Quian,Fr.,,,,USA,"Tampa, FL",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2029,Midfielder
Lenoir-Rhyne,South Atlantic Conference,Ava Hartman,R-Fr.,,,,USA,"Hickory, N.C.",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2029,Midfielder
Lenoir-Rhyne,South Atlantic Conference,Alice Bjornsson,Fr.,,,,International,"Vajern, Sweden",Sweden,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2029,Midfielder
Lenoir-Rhyne,South Atlantic Conference,Ana Socha,Fr.,,,,USA,"Delray Beach, FL",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2029,Midfielder
Lenoir-Rhyne,South Atlantic Conference,Kennedy Flowers,R-Fr.,,,,USA,"Graham, N.C.",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2029,Forward
Lenoir-Rhyne,South Atlantic Conference,Olivia Mosley,So.,,,,USA,"Fuquay Vaina, N.C.",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2028,Forward
Lenoir-Rhyne,South Atlantic Conference,Kaitlyn Marcinowski,Fr.,,,,USA,"Carolina Beach, N.C.",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2029,Defender
Lenoir-Rhyne,South Atlantic Conference,Anna Grace Sumner,Sr.,,,,USA,"Albemarle, NC",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2026,Midfielder
Lenoir-Rhyne,South Atlantic Conference,Skylar Noll,So.,,,,USA,"Charlotte, N.C.",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2028,Defender
Lenoir-Rhyne,South Atlantic Conference,Anna Schuller,Sr.,,,,USA,"Winston-Salem, NC",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2026,Defender
Lenoir-Rhyne,South Atlantic Conference,Aly Ramsey,So.,,,,USA,"Ewing, VA",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2028,Forward
Lenoir-Rhyne,South Atlantic Conference,Tea Sabin,Jr.,,,,USA,"Cincinnati, OH",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2027,Midfielder
Lenoir-Rhyne,South Atlantic Conference,Frankie Mansfield,Fr.,,,,USA,"North Caldwell, NJ",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2029,Goalkeeper
Lenoir-Rhyne,South Atlantic Conference,Morakane Mokhothu,So.,,,,USA,"Maseru, Lesotho, Africa",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2028,Forward
Lenoir-Rhyne,South Atlantic Conference,Bryson Clendenning,So.,,,,USA,"Wilmington, N.C.",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2028,Defender
Lenoir-Rhyne,South Atlantic Conference,Lilly Soltz,Fr.,,,,USA,"Raleigh, NC",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2029,Defender
Lenoir-Rhyne,South Atlantic Conference,Rosa Gonzalez,So.,,,,USA,"Winston Salem, N.C.",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2028,Defender
Lenoir-Rhyne,South Atlantic Conference,Brady Livingston,Fr.,,,,USA,"Knoxville, Tenn.",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2029,Forward
Lenoir-Rhyne,South Atlantic Conference,Montana Martin,R-Fr.,,,,USA,"Sugar Hill, GA",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2029,Forward
Lenoir-Rhyne,South Atlantic Conference,Nicole Auger,Jr.,,,,USA,"Greensboro, N.C.",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2027,Forward
Lenoir-Rhyne,South Atlantic Conference,Kara Gavaghan,Gr.,,,,USA,"La Crosse, WI",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2025,Forward
Lenoir-Rhyne,South Atlantic Conference,Leonie Proessl,Sr.,,,,International,"Cologne, Germany",Germany,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2026,Forward
Lenoir-Rhyne,South Atlantic Conference,Litzy Hernandez,Fr.,,,,USA,"Hickory, N.C.",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2029,Midfielder
Lenoir-Rhyne,South Atlantic Conference,Sienna Wolf,So.,,,,USA,"Lancaster, NY",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2028,Midfielder
Lenoir-Rhyne,South Atlantic Conference,Evan O'Leary,Sr.,,,,USA,"Walnut Cove, NC",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2026,Midfielder
Lenoir-Rhyne,South Atlantic Conference,Keagan McCorkle,Jr.,,,,USA,"Monument, CO",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2027,Defender
Lenoir-Rhyne,South Atlantic Conference,Emerson Talley,Sr.,,,,USA,"Mebane, NC",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2026,Midfielder
Lenoir-Rhyne,South Atlantic Conference,Callista Marquette,So.,,,,USA,"Bradenton, FL",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2028,Defender
Lenoir-Rhyne,South Atlantic Conference,Mikayla Marr,Jr.,,,,USA,"Douglasville, GA",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2027,Defender
Lenoir-Rhyne,South Atlantic Conference,Ingrid Krakhellen,Fr.,,,,International,"Forde, Norway",Norway,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2029,Defender
Lenoir-Rhyne,South Atlantic Conference,Jayden Fralick,Fr.,,,,USA,"Hickory, N.C.",,,https://lrbears.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 62%,2029,Forward
Lewis,Great Lakes Valley Conference,Jillian Barth,Fr.,,,,USA,"Pleasanton, Calif.",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2029,Goalkeeper
Lewis,Great Lakes Valley Conference,Brianna Olynyk,Sr.,,,,International,"Ardrossan, Alberta, Canada",Canada,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2026,Goalkeeper
Lewis,Great Lakes Valley Conference,Josie Graziosi,Fr.,,,,USA,"Galena, OH",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2029,Goalkeeper
Lewis,Great Lakes Valley Conference,Breanna Culver,Jr.,,,,USA,"Roscoe, Ill.",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2027,Forward
Lewis,Great Lakes Valley Conference,Karolina Skubisz,Fr.,,,,USA,"Homer Glen, Ill.",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2029,Defender
Lewis,Great Lakes Valley Conference,Anna Larson,Fr.,,,,USA,"Norwalk, Iowa",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2029,Midfielder
Lewis,Great Lakes Valley Conference,Jackie Jolly,Fr.,,,,USA,"St. Charles, Mo.",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2029,Midfielder
Lewis,Great Lakes Valley Conference,Jada Harvey,Jr.,,,,USA,"Roscoe, Ill.",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2027,Midfielder
Lewis,Great Lakes Valley Conference,Eveleen Guemez,Sr.,,,,USA,"Glendale Heights, Ill.",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2026,Forward
Lewis,Great Lakes Valley Conference,Kali Sweet,Sr.,,,,USA,"Hudson, Ohio",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2026,Defender
Lewis,Great Lakes Valley Conference,Melisa Hadzic,Sr.,,,,USA,"Wheaton, Ill.",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2026,Forward
Lewis,Great Lakes Valley Conference,Reese Capion,Jr.,,,,USA,"Plainfield, Ill.",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2027,Midfielder
Lewis,Great Lakes Valley Conference,Olivia Zediker,Gr.,,,,USA,"Rockford, Ill.",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2025,Defender
Lewis,Great Lakes Valley Conference,Maggie Maher,Fr.,,,,USA,"Elk Grove Village, Ill.",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2029,Forward
Lewis,Great Lakes Valley Conference,Jane Villagran,Sr.,,,,USA,"Bolingbrook, Ill.",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2026,Midfielder
Lewis,Great Lakes Valley Conference,Abbie Delong,Fr.,,,,USA,"O'Fallon, Mo.",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2029,Forward
Lewis,Great Lakes Valley Conference,Cosa Bella Milazzo,Jr.,,,,USA,"Orland Park, Ill.",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2027,Defender
Lewis,Great Lakes Valley Conference,Morgan Krupp,Jr.,,,,USA,"New Baltimore, Mich.",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2027,Midfielder
Lewis,Great Lakes Valley Conference,Francesca Pastorelli,So.,,,,USA,"Gilberts, Ill.",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2028,Forward
Lewis,Great Lakes Valley Conference,Anna Sainato,So.,,,,USA,"Ballwin, Mo.",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2028,Defender
Lewis,Great Lakes Valley Conference,Brynn Presley,Jr.,,,,USA,"Troy, Ill.",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2027,Defender
Lewis,Great Lakes Valley Conference,Carlie Burns,So.,,,,USA,"Cary, Ill.",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2028,Midfielder
Lewis,Great Lakes Valley Conference,Aleyia Cisneros,Fr.,,,,USA,"Elk Grove Village, Ill.",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2029,Midfielder
Lewis,Great Lakes Valley Conference,Timea Rojnik,So.,,,,International,"Bratislava, Slovakia",Slovakia,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2028,Midfielder
Lewis,Great Lakes Valley Conference,Nicole Eyre,So.,,,,International,"Richmond Hill, Ontario, Canada",Canada,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2028,Midfielder
Lewis,Great Lakes Valley Conference,Elisa Aguilar,5th,,,,USA,"Plainfield, Ill.",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2025,Midfielder
Lewis,Great Lakes Valley Conference,Kailyn Ziroli,So.,,,,USA,"Downers Grove, Ill.",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2028,Defender
Lewis,Great Lakes Valley Conference,Isabella Vargas,So.,,,,USA,"Aurora, Ill.",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2028,Midfielder
Lewis,Great Lakes Valley Conference,Alyssa Arce,Jr.,,,,USA,"Bolingbrook, Ill.",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2027,Midfielder
Lewis,Great Lakes Valley Conference,Caitlin Yurkovich,Jr.,,,,USA,"Bartlet, Ill.",,,https://lewisflyers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 77%,2027,Goalkeeper
Lincoln (MO),Great Lakes Valley Conference,Kanon Dehama,Jr.,,,,International,"Nagoya, Japan",Japan,,https://lubluetigers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2027,Goalkeeper
Lincoln (MO),Great Lakes Valley Conference,Michelle Granja,Jr.,,,,International,"Bogota, Colombia",Colombia,,https://lubluetigers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2027,Goalkeeper
Lincoln (MO),Great Lakes Valley Conference,Jaelyn Drake,Fr.,,,,USA,"Lavon, Texas",,,https://lubluetigers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Defender
Lincoln (MO),Great Lakes Valley Conference,Rachael Noel,Fr.,,,,International,"St. Patrick, Grenada",Grenada,,https://lubluetigers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Defender
Lincoln (MO),Great Lakes Valley Conference,Leah Serritos,Fr.,,,,USA,"Dallas, Texas",,,https://lubluetigers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Midfielder
Lincoln (MO),Great Lakes Valley Conference,Angela Reynolds,Fr.,,,,USA,"The Colony, Texas",,,https://lubluetigers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Midfielder
Lincoln (MO),Great Lakes Valley Conference,Leila Byru,Fr.,,,,USA,"Denton, Texas",,,https://lubluetigers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Midfielder
Lincoln (MO),Great Lakes Valley Conference,Carolina Dos Santos,Jr.,,,,International,"Toronto, Canada",Canada,,https://lubluetigers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2027,Forward
Lincoln (MO),Great Lakes Valley Conference,Daisy Ayala,Fr.,,,,USA,"Houston, Texas",,,https://lubluetigers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Midfielder
Lincoln (MO),Great Lakes Valley Conference,Ivanna Faria,Jr.,,,,International,"Valencia, Venezuela",Venezuela,,https://lubluetigers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2027,Forward
Lincoln (MO),Great Lakes Valley Conference,Jia-Li Diaz,Fr.,,,,USA,"Dallas, Texas",,,https://lubluetigers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Forward
Lincoln (MO),Great Lakes Valley Conference,Faith Wylie,Jr.,,,,USA,"Decatur, Texas",,,https://lubluetigers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2027,Midfielder
Lincoln (MO),Great Lakes Valley Conference,Cierra Bradley,Jr.,,,,USA,"St. Louis, Mo.",,,https://lubluetigers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2027,Defender
Lincoln (MO),Great Lakes Valley Conference,Sydnee Patterson,Fr.,,,,USA,"St. Louis, Mo.",,,https://lubluetigers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Defender
Lincoln (MO),Great Lakes Valley Conference,Francesca Tucci-Haack,Fr.,,,,International,"Paris, France",France,,https://lubluetigers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Midfielder
Lincoln (MO),Great Lakes Valley Conference,Courtney-Nicole Cooper,So.,,,,USA,"Valencia, Calif.",,,https://lubluetigers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2028,Defender
Lincoln (MO),Great Lakes Valley Conference,Niara Carter,Fr.,,,,USA,"Chicago, Ill.",,,https://lubluetigers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Forward
Lincoln (MO),Great Lakes Valley Conference,Grace Larson,Fr.,,,,USA,"Lake Ozark, Mo.",,,https://lubluetigers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Forward
Lincoln (MO),Great Lakes Valley Conference,Abigail Hunt,Fr.,,,,International,"Lowton, England",United Kingdom,,https://lubluetigers.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 63%,2029,Goalkeeper
Lincoln (PA),Central Atlantic Collegiate Conference,Nevaeh Washington,So.,,,,USA,"Philadelphia, PA",,,https://lulions.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2028,Goalkeeper
Lincoln (PA),Central Atlantic Collegiate Conference,Storm Wright,Sr.,,,,,,,,https://lulions.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2026,Forward
Lincoln (PA),Central Atlantic Collegiate Conference,Keilani Broadnax,So.,,,,,,,,https://lulions.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2028,Defender
Lincoln (PA),Central Atlantic Collegiate Conference,Ricyonna Walker,So.,,,,International,"Kingston, Jamaica",Jamaica,,https://lulions.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2028,Defender
Lincoln (PA),Central Atlantic Collegiate Conference,Jordan Allison,So.,,,,USA,"Baltimore, MD",,,https://lulions.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2028,Midfielder
Lincoln (PA),Central Atlantic Collegiate Conference,Nia Miller,Fr.,,,,USA,"Alexandria, VA",,,https://lulions.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2029,Forward
Lincoln (PA),Central Atlantic Collegiate Conference,Grace Quiah,Sr.,,,,USA,"Philadelphia, Pa.",,,https://lulions.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2026,Midfielder
Lincoln (PA),Central Atlantic Collegiate Conference,Joyce Montgomery,So.,,,,,,,,https://lulions.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2028,Midfielder
Lincoln (PA),Central Atlantic Collegiate Conference,Agustina Lorda,Jr.,,,,International,"Montevideo, UR",Uruguay,,https://lulions.com/sports/womens-soccer/roster/2024,High,direct read of official 2024 roster page; 2025 name overlap 56%,2027,Midfielder
